0.897537	-0.137
1.19795	-0.120999
1.51731	-0.101504
1.78507	-0.0783727
1.93813	-0.0521791
1.99057	-0.0241344
2.00047	0.00469022
1.99963	0.033807
1.99654	0.0630518
1.993	0.0923522
1.98933	0.121661
1.98563	0.15094
1.98191	0.180158
1.97817	0.209291
1.97442	0.238316
1.97066	0.267216
1.9669	0.295975
1.96313	0.324579
1.95936	0.353017
1.95559	0.381276
1.95181	0.409348
1.94805	0.437222
1.94428	0.464888
1.94052	0.492336
1.93677	0.519556
1.93302	0.546538
1.92929	0.573269
1.92557	0.599739
1.92186	0.625934
1.91816	0.651838
1.91448	0.677437
1.91083	0.702712
1.90719	0.727643
1.90359	0.752207
1.90001	0.776378
1.89647	0.800127
1.89296	0.82342
1.8895	0.846216
1.88609	0.868471
1.88273	0.890132
1.87944	0.911136
1.87623	0.931412
1.8731	0.950877
1.87008	0.969437
1.86716	0.986987
1.86438	1.00341
1.86175	1.0186
1.85929	1.03244
1.85701	1.04485
1.85494	1.05582
1.85309	1.06538
1.85145	1.07369
1.85001	1.08095
1.84875	1.08741
1.84763	1.09331
1.84662	1.09883
1.84569	1.10411
1.84481	1.10925
1.84396	1.11429
1.84313	1.11928
1.84232	1.12422
1.84152	1.12912
1.84072	1.134
1.83993	1.13886
1.83914	1.1437
1.83835	1.14851
1.83756	1.15331
1.83678	1.15809
1.836	1.16285
1.83522	1.16759
1.83444	1.17231
1.83366	1.17701
1.83289	1.1817
1.83212	1.18637
1.83135	1.19102
1.83058	1.19565
1.82982	1.20026
1.82905	1.20486
1.82829	1.20944
1.82753	1.214
1.82677	1.21855
1.82601	1.22307
1.82526	1.22758
1.82451	1.23207
1.82376	1.23655
1.82301	1.24101
1.82226	1.24545
1.82151	1.24987
1.82077	1.25428
1.82003	1.25866
1.81929	1.26304
1.81855	1.26739
1.81781	1.27173
1.81708	1.27606
1.81635	1.28036
1.81562	1.28465
1.81489	1.28893
1.81416	1.29318
1.81343	1.29742
1.81271	1.30165
1.81199	1.30586
1.81127	1.31005
1.81055	1.31423
1.80983	1.31839
1.80912	1.32253
1.8084	1.32666
