1.0099	0.989699
1.01969	0.979105
1.02938	0.968225
1.03895	0.957063
1.04841	0.945626
1.05775	0.933922
1.06698	0.921956
1.07608	0.909735
1.08505	0.897268
1.0939	0.884561
1.10262	0.871623
1.11121	0.858461
1.11966	0.845083
1.12798	0.831498
1.13616	0.817714
1.1442	0.80374
1.15209	0.789585
1.15985	0.775257
1.16746	0.760764
1.17492	0.746117
1.18224	0.731324
1.1894	0.716393
1.19642	0.701335
1.20328	0.686157
1.20999	0.670869
1.21655	0.65548
1.22295	0.639998
1.2292	0.624433
1.23529	0.608792
1.24122	0.593085
1.24699	0.577321
1.25261	0.561506
1.25807	0.54565
1.26337	0.52976
1.26851	0.513845
1.27349	0.497912
1.27831	0.481969
1.28297	0.466023
1.28747	0.450081
1.29181	0.434149
1.296	0.418236
1.30002	0.402347
1.30389	0.386489
1.30759	0.370667
1.31114	0.354887
1.31454	0.339156
1.31777	0.323478
1.32085	0.307858
1.32377	0.292302
1.32654	0.276814
1.32916	0.261398
1.33162	0.246059
1.33393	0.2308
1.33608	0.215625
1.33809	0.200538
1.33994	0.185542
1.34165	0.170639
1.34321	0.155833
1.34462	0.141126
1.34589	0.126521
1.34701	0.112019
1.34798	0.0976227
1.34882	0.0833335
1.34951	0.069153
1.35006	0.0550824
1.35047	0.0411229
1.35074	0.0272755
1.35088	0.0135408
1.35088	-8.05435e-05
1.35074	-0.0135881
1.35047	-0.0269816
1.35007	-0.040261
1.34954	-0.0534264
1.34887	-0.0664778
1.34808	-0.0794158
1.34715	-0.0922407
1.3461	-0.104953
1.34493	-0.117554
1.34363	-0.130044
1.3422	-0.142424
1.34066	-0.154695
1.33899	-0.166859
1.3372	-0.178916
1.33529	-0.190868
1.33326	-0.202717
1.33112	-0.214463
1.32886	-0.226109
1.32648	-0.237657
1.32399	-0.249107
1.32138	-0.260462
1.31867	-0.271725
1.31584	-0.282895
1.3129	-0.293977
1.30985	-0.304971
1.30669	-0.315881
1.30342	-0.326707
1.30005	-0.337452
1.29657	-0.34812
1.29298	-0.35871
1.28929	-0.369227
1.28549	-0.379673
1.28159	-0.390049
1.27759	-0.400359
1.27348	-0.410604
1.26927	-0.420787
1.26496	-0.430911
1.26055	-0.440978
1.25604	-0.450991
1.25143	-0.460952
1.24673	-0.470864
1.24192	-0.480729
1.23701	-0.49055
1.23201	-0.500329
1.22691	-0.510069
1.22171	-0.519773
1.21642	-0.529444
1.21103	-0.539083
1.20554	-0.548694
1.19996	-0.55828
1.19428	-0.567842
1.18851	-0.577384
1.18264	-0.586908
1.17667	-0.596417
1.17061	-0.605914
1.16446	-0.615402
1.15821	-0.624882
1.15187	-0.634358
1.14543	-0.643832
1.1389	-0.653308
1.13227	-0.662787
1.12555	-0.672274
1.11873	-0.681769
1.11182	-0.691277
1.10481	-0.700799
1.09771	-0.710339
1.09051	-0.7199
1.08321	-0.729483
1.07582	-0.739093
1.06834	-0.748731
1.06075	-0.7584
1.05307	-0.768104
1.04529	-0.777845
1.03742	-0.787626
1.02944	-0.797449
1.02137	-0.807317
1.0132	-0.817234
1.00493	-0.827202
0.996557	-0.837224
0.988084	-0.847302
0.97951	-0.85744
0.970834	-0.867641
0.962056	-0.877907
0.953174	-0.888241
0.944188	-0.898646
0.935098	-0.909125
0.925901	-0.919681
0.916599	-0.930316
0.907189	-0.941034
0.897671	-0.951837
0.888045	-0.962729
0.878308	-0.973712
0.868461	-0.984789
0.858502	-0.995964
0.848431	-1.00724
0.838245	-1.01861
0.827945	-1.0301
0.817529	-1.04169
0.806996	-1.05339
0.796344	-1.06521
0.785574	-1.07714
0.774682	-1.08919
0.763669	-1.10137
0.752533	-1.11367
