1.1	0.9
1.19	0.7711
1.26711	0.620015
1.32911	0.455757
1.37469	0.287911
1.40348	0.124825
1.41596	-0.0276279
1.4132	-0.166448
1.39655	-0.29117
1.36744	-0.403154
1.32712	-0.504828
1.27664	-0.59911
1.21673	-0.689042
1.14782	-0.777611
1.07006	-0.867704
0.983291	-0.962126
0.887079	-1.06364
0.780714	-1.17502
0.663213	-1.29897
0.533315	-1.43805
0.38951	-1.59429
0.230081	-1.76848
0.0532332	-1.95897
-0.142664	-2.15964
-0.358628	-2.35694
-0.594323	-2.52646
-0.846969	-2.63043
-1.11001	-2.62009
-1.37202	-2.44827
-1.61685	-2.09502
-1.82635	-1.59516
-1.98586	-1.03996
-2.08986	-0.535248
-2.14339	-0.146016
-2.15799	0.120802
-2.14591	0.292425
-2.11666	0.401599
-2.07651	0.473498
-2.02916	0.524332
-1.97672	0.563789
-1.92034	0.597543
-1.86059	0.628975
-1.79769	0.660193
-1.73167	0.692627
-1.66241	0.72736
-1.58967	0.765323
-1.51314	0.807421
-1.4324	0.854611
-1.34694	0.907965
-1.25614	0.968729
-1.15927	1.03836
-1.05543	1.11858
-0.943575	1.21138
-0.822437	1.31902
-0.690535	1.44395
-0.54614	1.58854
-0.387286	1.75463
-0.211824	1.9425
-0.0175734	2.14922
0.197348	2.36583
0.433931	2.57346
0.691278	2.73896
0.965174	2.81284
1.24646	2.73558
1.52002	2.45947
1.76596	1.98517
1.96448	1.38799
2.10328	0.79469
2.18275	0.312278
2.21398	-0.0235508
2.21162	-0.23576
2.18805	-0.365181
2.15153	-0.445672
2.10696	-0.499087
2.05705	-0.538133
2.00324	-0.569943
1.94624	-0.598545
1.88639	-0.626303
1.82376	-0.654705
1.75829	-0.68479
1.68981	-0.71739
1.61807	-0.753262
1.54274	-0.79318
1.46343	-0.837991
1.37963	-0.888667
1.29076	-0.94635
1.19613	-1.01239
1.09489	-1.0884
0.986046	-1.17625
0.868421	-1.27812
0.740609	-1.39638
0.600971	-1.53349
0.447622	-1.69155
0.278467	-1.87158
0.0913092	-2.07207
-0.115898	-2.28668
-0.344565	-2.50068
-0.594634	-2.68661
-0.863294	-2.80081
-1.14338	-2.78582
-1.42196	-2.58587
-1.68054	-2.17941
-1.89849	-1.61378
-2.05986	-1.00366
-2.16023	-0.472186
-2.20745	-0.0830314
-2.21575	0.16987
-2.19877	0.325034
-2.16626	0.420274
-2.12423	0.481706
-2.07606	0.524936
-2.02357	0.558787
-1.96769	0.588208
-1.90887	0.616055
-1.84727	0.64407
-1.78286	0.673422
-1.71552	0.704997
-1.64502	0.739568
-1.57106	0.777894
-1.49327	0.820787
-1.41119	0.869169
-1.32427	0.924114
-1.23186	0.98689
-1.13317	1.05901
-1.02727	1.14224
-0.913049	1.23865
-0.789184	1.35056
-0.654128	1.48042
-0.506086	1.63053
-0.343033	1.80243
-0.16279	1.99577
0.0367863	2.20633
0.25742	2.42299
0.499719	2.62349
0.762068	2.77035
1.0391	2.8103
1.32013	2.68398
1.58853	2.35261
1.82379	1.83535
2.00733	1.22603
2.12993	0.65389
2.19532	0.209642
2.21628	-0.0899609
2.20729	-0.276397
2.17965	-0.390102
2.14064	-0.461745
2.09446	-0.510396
2.04342	-0.546983
1.98873	-0.577626
1.93096	-0.605809
1.87038	-0.633603
1.80702	-0.662346
1.74079	-0.693006
1.67149	-0.726381
1.59885	-0.763226
1.52253	-0.804329
1.44209	-0.850564
1.35704	-0.902944
1.26674	-0.962661
1.17048	-1.03113
1.06736	-1.11002
0.95636	-1.2013
0.83623	-1.30719
0.705511	-1.43013
0.562498	-1.57251
0.405248	-1.73625
0.231623	-1.92189
0.0394337	-2.12693
-0.173259	-2.34323
-0.407582	-2.5532
-0.662902	-2.72534
-0.935437	-2.81183
-1.21662	-2.75342
-1.49196	-2.49955
-1.74192	-2.04392
-1.94631	-1.45394
-2.0917	-0.853934
-2.1771	-0.356543
-2.21275	-0.00549547
-2.2133	0.217921
-2.19151	0.35429
-2.15608	0.438715
-2.11221	0.49425
-2.06278	0.53439
-2.00934	0.566721
-1.95267	0.595516
-1.89312	0.623269
-1.83079	0.651535
-1.76564	0.681386
-1.6975	0.713668
-1.62613	0.749141
-1.55122	0.788572
-1.47236	0.832799
-1.38908	0.882777
-1.3008	0.939626
-1.20684	1.00468
-1.10637	1.0795
-0.998424	1.16595
-0.881829	1.26616
-0.755213	1.3825
